"Кои от посочените твърдения се отнася за резус-фактора:
1. среща се в приблизително 85% от хората
2. среща се в приблизително 15% от хората
3. резус-положителните хора притежават резус антитела
4. играе съществена роля при бременност

а. 1, 3
б. 1, 4
в. 1, 3, 4
г. 2, 3, 4";б;Тема 18;
"Кои от изброените са кръвни клетки?
1. лимфоцити
2. еритроцити
3. астроцити
4. хепатоцити

а. 1, 2
б. 1, 3
в. 2, 3
г. 1, 2, 3, 4";а;Тема 18;
"Във връзка с функцията която изпълняват, еритроцитите трябва:
1. да имат малки размери
2. да са много на брой
3. да имат обособено ядро и голяма клетъчна повърхност
4. да са със сферична форма

а. 1 ,2
б. 1, 3, 4
в. 1, 4
г. 2, 3, 4";а;Тема 18;
"При човека еритроцитите:
1. са безядрени
2. притежават цитоплазмени органели
3. имат формата на двойно вдлъбнат диск
4. са със сферична форма

а. 1, 3
б. 1, 2, 3
в. 1, 2, 4
г. 2, 4";а;Тема 18;
"Характерно за хемоглобина е, че:
1. съдържа железен йон
2. има червен цвят
3. участва в кръвосъсирването
4. представлява хетерополизахарид

а. 1, 2
б. 2, 3
в. 1, 3, 4
г. 1, 2, 3, 4";а;Тема 18;
"Еритроцитите пренасят кислород до всички клетки благодарение на:
1. високото съдържание на хемоглобин
2. наличието на ядро
3. червеният си цвят
4. голямата си обща повърхност

а. 1, 4
б. 1, 2, 3, 4
в. 2, 3
г. 1, 2, 4";а;Тема 18;
"ХХемоглобинът се свързва обратимо с кислорода и въглеродния диоксид, образувайки химичните съединения:
1. карбоксихемоглобин
2. комплекс хемоглобин-кислород-въглероден диоксид
3. карбаминохемоглобин
4. оксихемоглобин

а. 1, 3
б. 2, 4
в. 3, 4
г. 1, 4";в;Тема 18;
"За образуването на еритроцитите е от голямо значение приемането на:
1. храни, съдържащи въглехидрати
2. витамин В12
3. храни, съдържащи желязо
4. витамин C и витамин D

а. 1, 2
б. 2, 3
в. 1, 4
г. 2, 4";б;Тема 18;
"Разрушаването на еритроцитите се извършва в:
1. черния дроб
2. бъбреците
3. слезката
4. белия дроб

а. 2, 3
б. 1, 3
в. 1, 4
г. 2, 4";б;Тема 18;
"Посочете възможните взаимодействия, имайки предвид обстоятелството, че факторите на еритроцитите (антигени) реагират специфично с белтъците на кръвната плазма (антитела):
1. А с алфа
2. В с алфа
3. В с бета
4. А с бета

а. 1, 2
б. 1, 3
в. 1, 4
г. 2, 4";б;Тема 18;
"В зависимост от резус фактора, хората са:
1. резус отрицателни
2. резус неутрални
3. резус положителни
4. в един човек се съдържат едновременно резус отрицателни и резус положителни фактори

а. 1, 2
б. 1, 3
в. 1, 3, 4
г. 2, 3, 4";б;Тема 18;
"Ако човек е от кръвна група А, той може да приема кръв в определени количества от хора с кръвна група:
1. А
2. 0
3. В
4. АВ

а. 1, 2
б. 1, 3
в. 1, 4
г. 2, 4";а;Тема 18;
"Ако човек е от кръвна група В, той може да приеме кръв в определени количества от хора с кръвна група:
1. В
2. А
3. 0
4. АВ

а. 1, 2
б. 2, 3
в. 1, 3
г. 3, 4";в;Тема 18;
"Рязкото покачване на броя на левкоцитите е показател за:
1. интензивна газова обмяна
2. инфекция
3. развитие на тумор
4. нарушено кръвосъсирване

а. 1, 2, 3
б. 1, 3
в. 2, 3
г. 1, 3, 4";в;Тема 18;
"Левкоцитите се различават от еритроцитите по следните белези:
1. съдържат ядро
2. не съдържат ядро
3. имат по малки размери
4. имат по големи размери

а. 2, 3
б. 1, 3
в. 1, 4
г. 2, 4";в;Тема 18;
"За индивидите от кръвна група АВ се знае, че:
1. приемат кръв в определени количества от всички кръвни групи
2. даряват кръв на всички кръвни групи
3. даряват кръв само на АВ
4. приемат кръв само от АВ

а. 1, 2
б. 1, 3
в. 1, 4
г. 3, 4";б;Тема 18;
"За индивидите от кръвна група 0 се знае, че:
1. даряват кръв само на 0
2. даряват кръв в определени количества на всички кръвни групи
3. приемат кръв само от 0
4. приемат кръв в определени количества от всички кръвни групи

а. 1, 3
б. 2, 3
в. 1, 4
г. 2, 4";б;Тема 18;
"По своя строеж костната тъкан се разделя на:
1. колоидна
2. рехава
3. гъбеста
4. плътна

а. 1, 2, 3
б. 2, 3 
в. 3, 4
г. 1, 4";в;Тема 19;
"В състава на костите влизат:
1. вода
2. минерални соли
3. органични вещества
4. соли на пикочната киселина

а. 1, 4
б. 2, 3, 4
в. 1, 3, 4
г. 1, 2, 3";г;Тема 19;
"В надкостницата се намират множество:
1. лимфни съдове
2. кръвоносни съдове
3. нерви
4. жлези

а. 1, 4
б. 2, 3, 4 
в. 2, 3
г. 1, 2, 4";в;Тема 19;
"Функции на надкостницата са:
1. нарастване на костите на дължина
2. изхранване на костите
3. нарастване на костите на дебелина
4. заздравяване на счупени кости

а. 1, 4
б. 2, 3
в. 1, 2, 3, 4
г. 2, 3, 4";г;Тема 19;
"По време на зародишното развитие, повечето от костите се състоят от:
1. минерални вещества
2, хрущял
3. влакнеста съединителна тъкан
4. плътна съединителна тъкан

а. 1, 2
б. 2, 3
в. 3, 4
г. 2, 3, 4";б;Тема 19;
"Според формата си костите се делят на:
1. дълги, къси
2. правоъгълни, триъгълни
3. плоски, кости с неправилна форма
4. вретеновидни

а. 1, 2, 3, 4
б. 1, 4
в. 2, 3, 4
г. 1, 3";г;Тема 19;
"Растежът на костите се контролира от:
1. рибозими
2. витамини
3. фосфолипиди
4. хормони

а. 1, 2, 3, 
б. 1, 2, 3
в. 3, 4
г. 2, 4";г;Тема 19;
"Свързването на костите може да бъде:
1. подвижно
2. плътно
3. неподвижно
4. полуподвижно

а. 1, 2, 3
б. 1, 4
в. 2, 3, 4
г. 1, 3, 4";г;Тема 19;
"Костите на черепа са свързани непрекъснато с изключение на:
1. горната челюст
2. долната челюст
3. ралника
4. подезичната кост

а. 1, 2
б. 1, 2, 3
в. 1, 3
г. 2, 4";г;Тема 19;
"Костите на черепа образуват следните кухини:
1. носна, устна
2. теменна
3. очница, черепна
4. слепоочна

а. 1, 2, 4
б. 2, 3, 4
в. 1, 3
г. 3, 4";в;Тема 19;
"Нечифтните кости, участващи в изграждането на лицевия дял на черепа, са:
1. ралник, решетъчна
2. слепоочна, клиновидна
3. долна челюст
4. подезична кост

а. 1, 2, 3
б. 1, 2, 4
в. 1, 3, 4
г. 2, 3, 4";в;Тема 19;
"Чифтни кости, влизащи в състава на мозъковия дял на черепа, са:
1. челна
2. тилна
3. теменна
4. слепоочна

а. 1, 2
б. 1, 4
в. 2, 4
г. 3, 4";г;Тема 19;
"Костния мозък е:
1. червен
2. бял
3. жълт
4. гъбест

а. 1, 3
б. 1, 2, 3
в. 1, 2, 4
г. 2, 3, 4";а;Тема 19;
"В изграждането на гръбначния стълб участват:
1. 5 шийни, 12 гръдни прешлени
2. 7 шийни, 12 гръдни прешлени
3. 5 поясни прешлени, кръстцова и опашна кост
4. 7 поясни прешлени, кръстцова и опашна кост

а. 1, 4
б. 1, 3
в. 2, 4
г. 2, 3";г;Тема 20;
"Към свободния горен крайник се отнася(т):
1. мишница
2. ключица
3. предмишница
4. ръка

а. 2, 3
б. 2, 4
в. 3, 4
г. 1, 3, 4";г;Тема 20;
"Кости на раменния пояс са:
1. 2 лопатки
2. 2 ключици
3. 2 мишнични кости
4. 2 предмишнични кости

а. 1, 2
б. 1, 2, 3, 4
в. 3, 4
г. 1, 4";а;Тема 20;
"Предмишницата включва:
1. лакътна кост
2. лъчева кост
3. раменна кост
4. кости на китката

а. 1, 2
б. 1, 3, 4
в. 2, 4
г. 1, 2, 3";а;Тема 20;
"Кои кости се включват към скелета на ходилото?
1. средноходилни
2. предноходилни
3. задноходилни
4. кости на фалангите

а. 1, 2, 4
б. 1, 3, 4
в. 2, 3, 4
г. 1, 2, 3";в;Тема 20;
"Кои кости участват в изграждането на долния крайник?
1. лъчевата кост
2. костите на тазовия пояс
3. ключицата
4. кости на свободния долен крайник

а. 1, 2, 3, 4
б. 2, 4
в. 2, 3, 4
г. 1, 2, 3";б;Тема 20;
"Кои от следните са кости на свободния долен крайник?
1. бедрена кост
2. тазови кости
3. голям и малък пищял
4. ходило

а. 1, 3, 4
б. 1, 2, 4
в. 2, 3, 4
г. 2, 3";а;Тема 20;
"Опашната кост е образувана от:
1. кръстцовата кост
2. петия поясен прешлен
3. сливането на няколко недоразвити прешлена
4, тазовите кости

а. 1, 2
б. 3
в. 2, 4
г. 1, 2, 3, 4";б;Тема 20;
"Части на гръбначния прешлен са:
1. дъга
2. израстъци
3. опашка
4. тазовите кости

а. 1, 2, 4
б. 1, 2, 3
в. 2, 3
г. 1, 3, 4";а;Тема 20;
"Костите на ръката са:
1. 8-киткови
2. 5-предкиткови
3. 14-фалангови
4. 7-задкиткови

а. 1, 2, 3, 4
б. 1, 2, 3
в. 3, 4
г. 1, 4";б;Тема 20;
"Кое от следните е част от мускула?
1. краче
2. тяло
3. сухожилие
4. снопче

а. 1, 2, 4
б. 2, 3, 4
в. 1, 2
г. 1, 3";б;Тема 21;
"В осъществяването на говора вземат участие:
1. дъвкателните мускули
2. мускулите на туловището
3. мускулите на шията
4. мимическите мускули

а. 1, 4
б. 3, 4
в. 2, 3, 4
г. 1, 2, 3";а;Тема 21;
"Кои от следните мускули са гръбни?
1. трапецовиден
2. диафрагма
3. делтовиден
4. широк гръбен

а. 3, 4
б. 1, 2
в. 1, 4
г. 1, 2, 3, 4";в;Тема 21;
"Кои от следните са гръбни мускули?
1. трапецовиден
2. широк гръбен
3. вретеновиден
4. делтовиден

а. 1, 2
б. 1, 2, 3
в. 1, 2, 4
г. 3, 4";а;Тема 21;
"Кои от следните са гръдни мускули?
1. голям гръден мускул
2. делтовиден мускул
3. междуребрени мускули
4. трапецовиден мускул

а. 1, 4
б. 3, 4
в. 1, 3
г. 1, 2, 3, 4";в;Тема 21;
"Диафрагмата:
1. разделя на две гръдната кухина
2. разделя на две коремната кухина
3. разделя гръдната от коремната кухина
4. взема участие в дихателните движения

а. 3, 4
б. 1
в. 1, 4
г. 2, 4";а;Тема 21;
"Кои мускули участват в изграждането на горния крайник?
1. делтовиден
2. двуглав мишничен
3. триглав мишничен
4. трапецовиден

а. 2, 3, 4
б. 1, 2, 3
в. 1, 2, 4
г. 1, 2, 3, 4";б;Тема 21;
"Кои мускули участват в изграждането на долния крайник?
1. голям седалищен
2. четириглав бедрен
3. триглав мускул на подбедрица
4. трапецовиден

а. 2, 4
б. 1, 2, 3
в. 1, 2, 3, 4
г. 2, 3, 4";б;Тема 21;
"Големият седалищен мускул:
1. сгъва бедрото в тазобедрената става
2. спомага за изправения строеж
3. разгъва бедрото в тазобедрената става
4. изнася бедрото встрани

а. 1, 3, 4
б. 2, 3
в. 1, 2
г. 2, 3, 4";б;Тема 21;
"Силата на мускула зависи от:
1. броя на мускулните клетки в него
2. месторазположението му в организма
3. дебелината на мускулните клетки
4. подреждането на мускулните клетки

а. 1, 3, 4
б. 1, 2, 4
в. 2, 3, 4
г. 2, 3";а;Тема 21;
"Мускулната умора се дължи на:
1. извършването на многократни съкращения
2. изчерпването на запасите от млечна киселина в него
3. намаляване на енергийните запаси на мускула
4. натрупване в клетките на млечна киселина

а. 2, 3
б. 1, 3, 4
в. 1, 4
г. 1, 2";б;Тема 21;
"Физиологичните свойства на мускулите са:
1. опорна функция
2. възбудимост
3. проводимост
4. съкратимост

а. 1, 3
б. 1, 2, 3, 4
в. 2, 3, 4
г. 1, 4";в;Тема 21;
"Мускулът извършва работа:
1. в резултат на свойството съкратимост
2. при намаляване на напрежението в него
3. при преместване на товар и увеличаване на напрежението в него
4. при трансформиране на свойството възбудимост в дразнимост

а. 1, 2
б. 2, 4 
в. 1, 3
г. 1, 3, 4";в;Тема 21;
"Специализираните полови клетки се наричат:
1. зиготи
2. яйцеклетки
3. спермогонии
4. сперматозоиди

а. 1 и 2
б. 2 и 3
в. 2 и 4
г. 1 и 4";в;Тема 22;
"Къде са разположени мъжките полови органи?
1. в задната част на коремната кухина
2. извън тялото
3. в тазовата част на коремната кухина
4. в гръдния кош

а. 1 и 2
б. 2 и 3
в. 1 и 3
г. З и 4";б;Тема 22;
"Кои от следните органи формират първичните мъжки полови                               белези?
1. скротум
2. семенник
3. простата
4. пикочопровод

а. 1 и 2
б. 2 и 3
в. 1, 2 и 4
г. 1, 2 и 3";г;Тема 22;
"Кои от следните твърдения са верни ?
1. в тестисите при раждането има 300 - 400 млн. сперматозоида, които по време на пубертета започват да узряват
2. тестисите се образуват след раждането по време на зародишното развитие 
3. тестисите се намират в коремната кухина
4. тестисите са вторични мъжки полови белези

а. 1 и 3
б. 2 и 4
в. 1 и 4
г. само 3";г;Тема 22;
"Сперматозоидите се състоят от:
1. шийка
2. главичка
3. междинна част
4. опашка

а. 2 и 4
б. 1 и 4
в. 1, 2 и 4
г. 1, 2, З и 4";г;Тема 22;
"Кои от посочените се свързват от пъпната връв по време на бременност?
1. плода
2. плацентата
3. маточната стена
4. яйчниците

а. 1 и 2
б. 1 и 3
в. 2 и 3
г. 1 и 4";а;Тема 22;
"Кои от изброените могат да преминават през плацентата?
1. кислород и въглероден диоксид
2. някои вируси и лекарства
3. големи белтъчни молекули
4. хранителни вещества

а. 1 и 2
б. 1 и 3
в. 1 и 4
г. 1, 2 и 4";г;Тема 22;
"Кои от изброените са зародишните пластове?
1. ектодерма
2. ендодерма
3. хиподерма
4. мезодерма

а. 1 и 2
б. З и 4
в. 1, 2 и 4
г. 1, 2 и 3";в;Тема 22;
"Кои вътрешни органи търпят най-големи промени по време на пубертета?
1. бъбреци
2. сърце и бял дроб
3. жлези с вътрешна секреция
4. полови органи

а. 1 и 4
б. З и 4
в. 1, 2 и 4
г. 2 и 4";б;Тема 22;
"Какви важни за детето съставки нормално съдържа кърмата?
1. кислород
2. хранителни вещества
3. антитела
4. вода

а. 1 и 2
б. 1 и 3
в. 2 и 4
г. 2, З и 4";г;Тема 22;
"Кои от следните женски полови органи са вътрешни?
1. матка
2. влагалище
3. клитор
4. маточни тръби

а. 1 и 4
б. 1 и 2
в. 2 и 3
г. 1, 2 и 4";г;Тема 23;
"През кои от посочените женски полови органи преминават сперматозоидите преди да се извърши оплождането?
1. матка
2. маточна шийка
3. яйчници
4. влагалище

а. 2 и 3
б. 1 и 4
в. 1, 2 и 4
г. 1, 2 и 3";в;Тема 23;
"Кои от следните твърдения за маточните тръби са верни?
1. улесняват движението на яйцеклетката към матката
2. намират се между влагалището и матката
3. обичайно има по две за всеки яйчник
4. обичайно в тях се извършва оплождането

а. 1 и 4
б. 1 и 2
в. 2 и З
г. 1, 2 и 4";а;Тема 23;
"Кои от следните органи на женската полова система участват в раждането?
1. матка
2. маточни тръби
3. маточна шийка
4. влагалище

а. 1 и 2
б. 1, З и 4
в. 1, 2 и 4
г. 1 и 3";б;Тема 23;
"Какви тъкани участват в изграждането на млечните жлези?
1. мускулна тъкан
2. жлезиста епителна тъкан
3. мастна и хрущялна тъкан
4. съединителна тъкан

а. 1 и 4
б. 2 и 3
в. 2 и 4
г. 1 и 2";в;Тема 23;
"Кои от изброените са вторичен полов белег при мъжете?
1. по-малко окосмяване на лицето
2. по-нисък глас
3. по-голяма мускулна маса
4. по-голям обем на белите дробове

а. 1 и 2
б. 1 и 3
в. 2 и 3
г. 2 и 4";в;Тема 23;
"Кои от изброените са вторичен полов белег при жените?
1. по-слаба мускулатура
2. по-нисък глас
3. по-силно окосмяване на лицето
4. по-широк таз

а. 1 и 4
б. 1 и 2
в. 2 и 3
г. 2 и 4";а;Тема 23;
"Кои от следните признаци са свързани с аднексита?
1. болезненост в областта на таза
2. увеличаване размера на яйчниците
3. срастване на маточните тръби
4. безплодие

а. 1 и 2
б. 1, 3 и 4
в. 1, 2 и 3
г. 2 и 4";б;Тема 23;
"Как никотинът повлиява развитието на плода?
1. намалява притока на кислород към него
2. води до увеличено тегло на плода
3. увеличава растежа му
4. води до забавяне на растежа му

а. 1 и 2
б. 1 и 3
в. 2 и 4
г. 1 и 4";г;Тема 23;
"Кои от посочените методи за контрацепция са механични?
1. използване на презерватив
2. използване на вътрематочна спирала
3. използване на хормонални препарати
4. използване на диафрагма

а. само 1
б. 2 и 3
в. 1 и 3
г. 1, 2 и 4";г;Тема 23;
"Сперматозоидите на човека:
1. имат издължена форма
2. се образуват в семенните каналчета
3. носят диплоиден хромозомен набор
4. не се делят

а. 1, 2, 4
б. 2, 3
в. 1, 2, 3
г. 3, 4";а;Тема 24;
"В главичката на сперматозоида са разположени:
1. ядро
2. митохондрии
3. акрозома
4. базално телце

а. 1, 2, 4
б. 1, 3
в. 1, 3, 4
г. 2, 4";б;Тема 24;
"По време на оплождането при човека:
1. се възстановява диплоидният хромозомен набор
2. се формира генотипът на новия индивид
3. се осъществява първото делене на зиготата
4. се определя полът на бъдещия организъм

а. 1, 2, 3
б. 1, 2, 4
в. 1, 3
г. 3, 4";б;Тема 24;
"Зиготата:
1. е оплодена яйцеклетка
2. се дели мейотично
3. притежава хаплоиден хромозомен набор
4. се дели митотично

а. 1, 2, 3
б. 2, 3
в. 1, 3, 4
г. 1, 4";г;Тема 24;
"При овогенезата:
1. цитоплазмата се разпределя равномерно по време на двете мейотични деления
2. е силно застъпена фазата на нарастване
3. няма фаза на формиране
4.  от една родоначална клетка се образуват две зрели яйцеклетки

а. 2, 3
б. 1, 3, 4
в. 1, 2, 4
г. 1, 3";а;Тема 24;
"Сперматогенезата при човека:
1. започва при навлизане в полова зрялост
2. е присъща на мъжките организми
3. се извършва постоянно
4. не намалява с възрастта

а. 2, 3, 4
б. 2, 4
в. 1, 2, 3
г. 3 ,4";в;Тема 24;
"При половото размножаване:
1. потомците са идентични с родителите
2. се осигурява по-добра приспособимост към постоянни условия на средата
3. поколението започва развитието си от зигота
4. се сливат две гамети

а. 2, 3, 4
б. 1, 3, 4
в. 1, 2
г. 3, 4";г;Тема 24;
"След сливането на гаметите:
1. настъпва акрозомната реакция
2. се възстановява диплоидният хромозомен набор
3. се образува зигота
4. настъпва овулация

а. 2, 3
б. 1, 3, 4
в. 1 ,2
г. 2, 3, 4";а;Тема 24;
"Размножаването:
1. е едно от основните свойства на организмите
2. осигурява съществуването на видовете
3. намалява броя на индивидите от даден вид
4. е процес на възпроизвеждане на себеподобни

а. 1, 3, 4
б. 1, 2, 4
в. 3, 4
г. 2, 3";б;Тема 24;
"През фазата на зреене на гаметите:
1. хромозомният набор намалява наполовина
2. се формират сперматозоидите
3. протича кросинговър
4. се осъществява акрозомната реакция

а. 1, 3, 4
б. 2, 3, 4
в. 1, 3
г. 1, 4";в;Тема 24;
"Овоцит II ред на бозайниците:
1. има овална форма
2. се развива във фоликул
3. е завършил етапа на зреене в момента на овулация
4. има две защитни обвивки върху клетъчната мембрана

а. 1, 2 и 4
б. 1, 3 и 4
в. 2, З и 4
г. 1 и 2";а;Тема 24;
"Производството на полови хормони се регулира от:
1. фоликулостимулиращия хормон
2. лутеинизиращия хормон
3. соматотропин
4. окситоцин

а. 2, 3 и 4
б. 1 и 2
в. 1 и 4
г. 1, 2 и 4";б;Тема 24;
"Яйцеклетките на бозайниците имат следните защитни обвивки:
1. капацитационна обвивка
2. корона радиата
3. зона пелуцида
4. клетъчна стена

а. 1 и 4
б. 1, 2 и 3
в. 2 и 3
г. 2, З и 4";в;Тема 24;
"Полярните телца:
1. не участват в размножаването
2. по-късно се трансформират в жълто тяло
3. имат много малко цитоплазма
4. по-късно дегенерират

а. 1 и 3
б. 1, 3 и 4
в. 3 и 4
г. 2, 3 и 4";б;Тема 24;
"За овогенезата е вярно, че:
1. е продължителен и прекъснат процес
2. е продължителен и непрекъснат процес
3. започва с раждането на организма
4. приключва с менопаузата

а. 1, 3 и 4
б. 1 и 4
в. 2 и 4
г. 2, 3 и 4";б;Тема 24;
"Хромозомният набор на човешките сперматозоиди е:
1. 22А + Х
2. 22А+Х
3. 2ЗА+Х
4. 2ЗА + У

а. 3 и 4
б. 2 и 3
в. 1 и 2
г. 1 и 4";в;Тема 24;
"Сливането на яйцеклетката със сперматозоида предизвиква:
1. кортикална реакция
2. акрозомна реакция
3. завършване на второ мейотично делене
4. стартиране на програмата за развитие на индивида

а. 1, 3 и 4
б. 2, 3 и 4
в. 1 и 2
г. 2 и 4";а;Тема 24;
"Сперматогониите и овогониите са:
1. диплоидни клетки
2. хаплоидни клетки
3. делят се чрез митоза
4. делят се чрез мейоза

а. 1 и 4
б. 1 и 3
в. 2 и 4
г. 2 и 3";б;Тема 24;
"Приликите между спермато- и овогенезата са:
1. и двата процеса са етапи от половото размножаване
2. кариотипът на зрелите клетки е един и същ
3. редуцирането на хромозомния набор наполовина в края на двата процеса
4. и двата процеса водят до образуването на високоспециализирани клетки

а. 1, З и 4
б. 1, 2 и 3
в. 2 и 4
г. 1 и 3";а;Тема 24;
"Различията между спермато- и овогенезата са:
1. кариотипът на зрелите клетки
2. броят на фазите
3. броят на функционално годните гамети в края на двата процеса
4. продължителността на двата процеса

а. 1, 2 и 3
б. 1 и 4
в. 2 и 3
г. 1, 2, 3 и 4";г;Тема 24;
"Онтогенезата:
1. е необратим процес
2. преминава през два последователни периода
3. завършва с раждането
4. е синоним на зародишно развитие

а. 1, 2, 4
б. 1, 2, 3
в. 1, 2
г. 3, 4";в;Тема 25;
"При дробенето:
1. размерите на зародиша значително надвишават размерите на зиготата
2. новообразуваните клетки се наричат бластомери
3. се образува двуслоен зародиш
4. зиготата се дели бързо

а. 1, 2, 4
б. 2, 4
в. 1, 3, 4
г. 2, 3";б;Тема 25;
"По време на гаструлацията:
1. зародишът наподобява мехче
2. се определя двустранната симетрия на тялото
3. се оформя първично черво
4. се формират зародишните слоеве

а. 1, 2, 3
б. 1, 3, 4
в. 1, 2
г. 2, 4";б;Тема 25;
"Мезодермата:
1. е разположена между ектодермата и ендодермата
2. се появява по време на гаструлацията
3. е зародишният пласт, от който се образуват мускулите
4. е найх-външният зародишен пласт

а. 1, 2, 3
б. 2, 4
в. 1, 3, 4
г. 1, 4";а;Тема 25;
"От ектодермата произхождат:
1. главен мозък
2. мускули
3. сърце
4. епидермис

а. 2, 3
б. 1, 3, 4
в. 1, 2, 4
г. 1, 4";г;Тема 25;
"От ендодермата произхождат:
1. бял дроб
2. сърце
3. черен дроб
4. панкреас

а. 2, 3, 4
б. 2, 3
в. 1, 2
г. 1, 3, 4";г;Тема 25;
"По време на органогенезата:
1. клетките задълбочават диференциацията си
2. се формира трети зародишен пласт
3. се обособяват органите
4. зародишът не увеличава размерите си

а. 1, 2, 4
б. 1, 3, 4
в. 1, 3
г. 2, 4";в;Тема 25;
"При висшите бозайници и човека плацентата е временна връзка между плода, през която могат да преминават:
1. кръв
2. хранителни вещества
3. кислород
4. въглероден диоксид

а. 1, 2, 3
б. 1 ,3
в. 1, 4
г. 2, 3, 4";г;Тема 25;
"Непълната метаморфоза включва следните стадии:
1. ларва
2. нимфа
3. какавида
4. имаго

а. 1, 3, 4
б. 1, 2, 4
в. 3, 4
г. 2, 3";б;Тема 25;
"При стареенето:
1. се повишава устойчивостта на организма към инфекции
2. се скъсяват теломерите
3. се понижава мускулната маса
4. се увеличава еластичността на кожата

а. 1, 3, 4
б. 2, 3, 4
в. 2, 3
г. 1, 4";в;Тема 25;
"Регулацията на следзародишното развитие се осъществява от:
1. генома
2. хормоните
3. ензимите
4. условията на околната среда

а. 1, 2 и 4
б. 1, 2 и 3
в. 1 и 4
г. 2 и 4";а;Тема 25;
"Плацентата има следните функции:
1. служи за бариера между двата организма
2. осъществява преноса на хранителни вещества към плода
3. пропуска големи белтъчни молекули
4. осъществява преноса на кислород към плода

а. 2, 3
б. 1, 2, 4
в. 1, 3, 4
г. 2, 3, 4";б;Тема 25;
"От мезодермата произхождат:
1 бъбреци
2 бял дроб
3 кръв
4 полови жлези

а. 1, 2 и 3
б. 1, 3 и 4
в. 1 и 4
г. 2, 3 и 4";б;Тема 25;
"Пълната метаморфоза включва следните стадии:
1. ларва
2. нимфа
3. какавида
4. имаго

а. 1, 2 и 4
б. 1, 3 и 4
в. 1, 2 и 3
г. 2, 3 и 4";б;Тема 25;
"Пряко развитие се характеризира с:
1. почти завършено формиране на органите на индивида в края на ембрионалния период
2. липсата на резки морфологични изменения в организма
3. резки физиологични изменения в организма
4. външна прилика на новороденото с възрастните от същия вид

а. 1, 2 и 3
б. 1, 3 и 4
в. 2, 3 и 4
г. 1, 2 и 4";г;Тема 25;
"Непряко развитие се характеризира с:
1. почти завършено формиране на органите на индивида в края на ембрионалния период
2. резки морфологични изменения в организма
3. резки физиологични изменения в организма
4. външна прилика на новороденото с възрастните от същия вид

а. 2 и 3
б. 1, 2, 4
в. 2, 3 и 4
г. З и 4";а;Тема 25;
